ID,Expected
36635,54
36636,34
36637,35
36638,34
36639,29
36640,3
36641,35
36642,14
36643,34
36644,31
36645,35
36646,35
36647,54
36648,35
36649,3
36650,35
36651,35
36652,16
36653,18
36654,35
36655,34
36656,29
36657,34
36658,3
36659,35
36660,3
36661,35
36662,37
36663,3
36664,35
36665,35
36666,30
36667,18
36668,34
36669,60
36670,34
36671,12
36672,34
36673,50
36674,3
36675,34
36676,35
36677,34
36678,34
36679,34
36680,15
36681,34
36682,3
36683,14
36684,34
36685,35
36686,16
36687,3
36688,35
36689,14
36690,34
36691,34
36692,34
36693,52
36694,29
36695,3
36696,34
36697,16
36698,52
36699,3
36700,14
36701,8
36702,3
36703,34
36704,3
36705,3
36706,35
36707,35
36708,14
36709,34
36710,3
36711,35
36712,35
36713,29
36714,34
36715,35
36716,14
36717,35
36718,34
36719,35
36720,14
36721,34
36722,35
36723,29
36724,3
36725,34
36726,3
36727,35
36728,3
36729,35
36730,34
36731,3
36732,35
36733,34
36734,42
36735,34
36736,14
36737,3
36738,29
36739,34
36740,3
36741,34
36742,34
36743,35
36744,35
36745,15
36746,34
36747,12
36748,30
36749,34
36750,3
36751,3
36752,34
36753,35
36754,3
36755,34
36756,12
36757,3
36758,17
36759,29
36760,35
36761,34
36762,31
36763,34
36764,3
36765,34
36766,3
36767,35
36768,3
36769,3
36770,35
36771,35
36772,14
36773,29
36774,12
36775,3
36776,35
36777,14
36778,34
36779,34
36780,35
36781,3
36782,54
36783,29
36784,35
36785,34
36786,35
36787,1
36788,34
36789,35
36790,34
36791,23
36792,35
36793,29
36794,3
36795,35
36796,3
36797,50
36798,34
36799,30
36800,35
36801,33
36802,34
36803,34
36804,34
36805,29
36806,35
36807,34
36808,34
36809,3
36810,12
36811,33
36812,35
36813,3
36814,54
36815,34
36816,34
36817,14
36818,34
36819,3
36820,37
36821,34
36822,8
36823,34
36824,34
36825,35
36826,35
36827,35
36828,29
36829,34
36830,52
36831,35
36832,42
36833,3
36834,35
36835,37
36836,14
36837,3
36838,3
36839,3
36840,29
36841,34
36842,23
36843,35
36844,16
36845,34
36846,3
36847,42
36848,34
36849,34
36850,12
36851,34
36852,3
36853,35
36854,34
36855,3
36856,18
36857,3
36858,19
36859,3
36860,34
36861,34
36862,14
36863,29
36864,35
36865,3
36866,35
36867,3
36868,34
36869,35
36870,27
36871,15
36872,3
36873,34
36874,34
36875,24
36876,34
36877,3
36878,34
36879,34
36880,34
36881,42
36882,34
36883,29
36884,3
36885,34
36886,20
36887,34
36888,34
36889,27
36890,42
36891,14
36892,3
36893,29
36894,34
36895,35
36896,12
36897,3
36898,31
36899,14
36900,35
36901,3
36902,29
36903,3
36904,14
36905,3
36906,40
36907,3
36908,3
36909,34
36910,3
36911,34
36912,35
36913,35
36914,35
36915,3
36916,31
36917,34
36918,35
36919,3
36920,34
36921,35
36922,35
36923,34
36924,34
36925,34
36926,27
36927,35
36928,34
36929,31
36930,23
36931,35
36932,12
36933,35
36934,29
36935,37
36936,3
36937,35
36938,29
36939,35
36940,37
36941,3
36942,35
36943,14
36944,23
36945,34
36946,35
36947,3
36948,34
36949,14
36950,23
36951,34
36952,18
36953,16
36954,35
36955,35
36956,34
36957,3
36958,34
36959,34
36960,35
36961,14
36962,34
36963,3
36964,3
36965,35
36966,3
36967,3
36968,35
36969,3
36970,35
36971,14
36972,34
36973,34
36974,34
36975,12
36976,34
36977,34
36978,12
36979,3
36980,34
36981,35
36982,14
36983,35
36984,35
36985,3
36986,12
36987,35
36988,35
36989,34
36990,35
36991,14
36992,3
36993,3
36994,35
36995,3
36996,34
36997,3
36998,34
36999,34
37000,3
37001,14
37002,34
37003,34
37004,12
37005,14
37006,35
37007,34
37008,34
37009,3
37010,35
37011,14
37012,12
37013,35
37014,34
37015,35
37016,35
37017,35
37018,34
37019,14
37020,19
37021,3
37022,3
37023,15
37024,3
37025,3
37026,34
37027,34
37028,29
37029,31
37030,29
37031,35
37032,14
37033,12
37034,34
37035,3
37036,34
37037,16
37038,29
37039,14
37040,34
37041,14
37042,12
37043,14
37044,16
37045,35
37046,24
37047,34
37048,35
37049,35
37050,3
37051,3
37052,3
37053,3
37054,34
37055,12
37056,18
37057,35
37058,42
37059,12
37060,15
37061,38
37062,37
37063,3
37064,19
37065,35
37066,35
37067,18
37068,34
37069,34
37070,3
37071,34
37072,34
37073,34
37074,3
37075,3
37076,42
37077,35
37078,29
37079,3
37080,14
37081,35
37082,3
37083,35
37084,3
37085,34
37086,34
37087,34
37088,34
37089,35
37090,3
37091,35
37092,35
37093,12
37094,34
37095,18
37096,3
37097,3
37098,29
37099,29
37100,35
37101,29
37102,3
37103,12
37104,34
37105,34
37106,6
37107,34
37108,34
37109,14
37110,3
37111,14
37112,37
37113,14
37114,23
37115,3
37116,35
37117,35
37118,35
37119,34
37120,35
37121,3
37122,23
37123,27
37124,3
37125,35
37126,34
37127,34
37128,12
37129,35
37130,14
37131,35
37132,3
37133,3
37134,35
37135,35
37136,34
37137,34
37138,35
37139,31
37140,34
37141,35
37142,35
37143,3
37144,29
37145,12
37146,34
37147,3
37148,42
37149,34
37150,12
37151,34
37152,16
37153,3
37154,34
37155,34
37156,34
37157,3
37158,12
37159,35
37160,58
37161,3
37162,35
37163,31
37164,34
37165,3
37166,35
37167,34
37168,16
37169,3
37170,14
37171,35
37172,29
37173,35
37174,35
37175,34
37176,1
37177,27
37178,3
37179,23
37180,34
37181,3
37182,29
37183,3
37184,34
37185,12
37186,12
37187,52
37188,15
37189,17
37190,3
37191,14
37192,34
37193,34
37194,34
37195,3
37196,14
37197,3
37198,35
37199,12
37200,35
37201,34
37202,34
37203,34
37204,3
37205,35
37206,35
37207,30
37208,37
37209,3
37210,35
37211,35
37212,16
37213,12
37214,14
37215,14
37216,3
37217,3
37218,3
37219,35
37220,34
37221,1
37222,52
37223,35
37224,29
37225,54
37226,34
37227,35
37228,35
37229,12
37230,3
37231,29
37232,34
37233,16
37234,31
37235,14
37236,1
37237,3
37238,3
37239,3
37240,34
37241,33
37242,3
37243,34
37244,35
37245,3
37246,58
37247,34
37248,34
37249,34
37250,3
37251,35
37252,3
37253,14
37254,3
37255,30
37256,42
37257,29
37258,37
37259,35
37260,31
37261,3
37262,3
37263,14
37264,19
37265,1
37266,35
37267,3
37268,3
37269,3
37270,34
37271,34
37272,3
37273,34
37274,35
37275,3
37276,3
37277,34
37278,37
37279,16
37280,35
37281,34
37282,3
37283,29
37284,3
37285,15
37286,31
37287,34
37288,3
37289,16
37290,52
37291,3
37292,35
37293,3
37294,14
37295,3
37296,35
37297,3
37298,35
37299,1
37300,52
37301,3
37302,16
37303,34
37304,34
37305,29
37306,34
37307,14
37308,34
37309,35
37310,35
37311,35
37312,3
37313,37
37314,14
37315,35
37316,3
37317,34
37318,14
37319,3
37320,35
37321,3
37322,3
37323,34
37324,29
37325,34
37326,29
37327,3
37328,14
37329,34
37330,35
37331,3
37332,34
37333,3
37334,16
37335,34
37336,34
37337,34
37338,14
37339,3
37340,27
37341,3
37342,3
37343,15
37344,52
37345,30
37346,35
37347,34
37348,14
37349,3
37350,35
37351,23
37352,34
37353,3
37354,34
37355,42
37356,35
37357,12
37358,35
37359,3
37360,35
37361,23
37362,35
37363,34
37364,35
37365,34
37366,34
37367,3
37368,3
37369,34
37370,34
37371,34
37372,3
37373,34
37374,33
37375,34
37376,3
37377,12
37378,34
37379,3
37380,12
37381,3
37382,52
37383,3
37384,29
37385,3
37386,14
37387,12
37388,42
37389,34
37390,35
37391,3
37392,35
37393,3
37394,3
37395,35
37396,3
37397,3
37398,19
37399,3
37400,40
37401,34
37402,3
37403,3
37404,34
37405,14
37406,34
37407,30
37408,14
37409,3
37410,35
37411,3
37412,35
37413,3
37414,29
37415,3
37416,12
37417,3
37418,35
37419,16
37420,35
37421,35
37422,12
37423,35
37424,34
37425,35
37426,14
37427,3
37428,31
37429,14
37430,23
37431,34
37432,34
37433,3
37434,35
37435,3
37436,3
37437,29
37438,3
37439,3
37440,34
37441,3
37442,3
37443,35
37444,14
37445,52
37446,18
37447,34
37448,34
37449,35
37450,3
37451,12
37452,5
37453,29
37454,34
37455,35
37456,34
37457,3
37458,14
37459,35
37460,35
37461,35
37462,35
37463,3
37464,35
37465,14
37466,35
37467,31
37468,3
37469,3
37470,3
37471,3
37472,12
37473,35
37474,3
37475,35
37476,3
37477,48
37478,34
37479,12
37480,3
37481,54
37482,3
37483,5
37484,35
37485,14
37486,3
37487,14
37488,34
37489,35
37490,3
37491,35
37492,35
37493,31
37494,3
37495,35
37496,29
37497,3
37498,14
37499,18
37500,34
37501,29
37502,23
37503,3
37504,16
37505,35
37506,1
37507,31
37508,3
37509,35
37510,3
37511,35
37512,3
37513,35
37514,3
37515,3
37516,21
37517,18
37518,35
37519,34
37520,3
37521,16
37522,14
37523,29
37524,3
37525,16
37526,34
37527,14
37528,14
37529,3
37530,37
37531,3
37532,34
37533,35
37534,34
37535,35
37536,34
37537,35
37538,35
37539,35
37540,35
37541,29
37542,3
37543,35
37544,3
37545,3
37546,3
37547,3
37548,14
37549,14
37550,3
37551,29
37552,35
37553,34
37554,12
37555,34
37556,35
37557,12
37558,34
37559,42
37560,35
37561,31
37562,35
37563,35
37564,35
37565,35
37566,3
37567,23
37568,35
37569,35
37570,34
37571,3
37572,1
37573,14
37574,3
37575,34
37576,34
37577,34
37578,48
37579,3
37580,34
37581,34
37582,54
37583,34
37584,35
37585,3
37586,29
37587,34
37588,52
37589,14
37590,35
37591,3
37592,35
37593,35
37594,29
37595,35
37596,35
37597,35
37598,34
37599,35
37600,3
37601,3
37602,16
37603,3
37604,14
37605,34
37606,35
37607,35
37608,3
37609,35
37610,16
37611,34
37612,3
37613,23
37614,29
37615,34
37616,3
37617,23
37618,29
37619,34
37620,29
37621,3
37622,35
37623,35
37624,35
37625,29
37626,34
37627,34
37628,35
37629,3
37630,34
37631,3
37632,52
37633,35
37634,37
37635,9
37636,35
37637,31
37638,34
37639,29
37640,34
37641,3
37642,35
37643,35
37644,38
37645,12
37646,34
37647,16
37648,3
37649,35
37650,34
37651,34
37652,35
37653,3
37654,29
37655,3
37656,35
37657,35
37658,1
37659,3
37660,14
37661,12
37662,29
37663,35
37664,34
37665,29
37666,34
37667,3
37668,34
37669,35
37670,34
37671,34
37672,3
37673,35
37674,14
37675,34
37676,34
37677,37
37678,29
37679,3
37680,29
37681,29
37682,34
37683,34
37684,35
37685,3
37686,3
37687,14
37688,3
37689,34
37690,34
37691,35
37692,34
37693,14
37694,3
37695,34
37696,35
37697,16
37698,35
37699,3
37700,34
37701,3
37702,35
37703,35
37704,3
37705,29
37706,34
37707,34
37708,3
37709,18
37710,34
37711,14
37712,3
37713,29
37714,34
37715,14
37716,35
37717,3
37718,43
37719,3
37720,3
37721,12
37722,34
37723,3
37724,34
37725,3
37726,3
37727,3
37728,34
37729,35
37730,34
37731,34
37732,3
37733,29
37734,35
37735,34
37736,3
37737,34
37738,35
37739,34
37740,3
37741,3
37742,3
37743,35
37744,34
37745,34
37746,3
37747,3
37748,12
37749,15
37750,23
37751,3
37752,3
37753,35
37754,16
37755,34
37756,35
37757,29
37758,29
37759,12
37760,35
37761,3
37762,34
37763,3
37764,31
37765,3
37766,34
37767,16
37768,35
37769,35
37770,3
37771,3
37772,34
37773,34
37774,3
37775,12
37776,45
37777,52
37778,16
37779,34
37780,35
37781,31
37782,35
37783,14
37784,34
37785,23
37786,3
37787,3
37788,34
37789,52
37790,3
37791,37
37792,34
37793,29
37794,5
37795,34
37796,34
37797,35
37798,35
37799,3
37800,18
37801,34
37802,3
37803,3
37804,5
37805,35
37806,14
37807,3
37808,3
37809,3
37810,35
37811,35
37812,3
37813,34
37814,52
37815,14
37816,14
37817,35
37818,3
37819,3
37820,3
37821,35
37822,34
37823,30
37824,3
37825,14
37826,1
37827,30
37828,35
37829,3
37830,3
37831,35
37832,29
37833,35
37834,34
37835,31
37836,35
37837,34
37838,3
37839,29
37840,29
37841,35
37842,14
37843,29
37844,34
37845,6
37846,34
37847,35
37848,3
37849,3
37850,3
37851,46
37852,34
37853,34
37854,34
37855,35
37856,14
37857,35
37858,19
37859,16
37860,12
37861,34
37862,34
37863,3
37864,23
37865,31
37866,35
37867,35
37868,35
37869,35
37870,3
37871,3
37872,3
37873,3
37874,3
37875,34
37876,34
37877,35
37878,3
37879,35
37880,34
37881,34
37882,52
37883,35
37884,5
37885,34
37886,35
37887,34
37888,35
37889,3
37890,34
37891,31
37892,16
37893,35
37894,1
37895,15
37896,34
37897,3
37898,3
37899,42
37900,31
37901,3
37902,3
37903,16
37904,3
37905,35
37906,34
37907,34
37908,3
37909,35
37910,5
37911,35
37912,12
37913,35
37914,34
37915,34
37916,35
37917,14
37918,34
37919,34
37920,29
37921,35
37922,3
37923,12
37924,35
37925,1
37926,34
37927,6
37928,34
37929,14
37930,35
37931,1
37932,12
37933,33
37934,3
37935,14
37936,3
37937,34
37938,35
37939,35
37940,35
37941,23
37942,34
37943,34
37944,3
37945,29
37946,35
37947,29
37948,16
37949,35
37950,34
37951,34
37952,1
37953,35
37954,14
37955,3
37956,34
37957,14
37958,3
37959,14
37960,3
37961,35
37962,34
37963,54
37964,3
37965,1
37966,34
37967,29
37968,34
37969,12
37970,35
37971,29
37972,34
37973,34
37974,14
37975,3
37976,34
37977,3
37978,31
37979,35
37980,29
37981,38
37982,14
37983,19
37984,18
37985,14
37986,34
37987,35
37988,35
37989,29
37990,34
37991,35
37992,34
37993,3
37994,60
37995,35
37996,34
37997,3
37998,34
37999,34
38000,35
38001,3
38002,24
38003,52
38004,3
38005,3
38006,3
38007,31
38008,3
38009,34
38010,34
38011,3
38012,34
38013,3
38014,34
38015,35
38016,14
38017,23
38018,31
38019,35
38020,3
38021,3
38022,34
38023,60
38024,40
38025,29
38026,34
38027,34
38028,12
38029,14
38030,34
38031,37
38032,29
38033,20
38034,3
38035,12
38036,35
38037,35
38038,35
38039,28
38040,35
38041,3
38042,14
38043,34
38044,35
38045,54
38046,3
38047,35
38048,3
38049,35
38050,34
38051,34
38052,14
38053,3
38054,35
38055,35
38056,35
38057,3
38058,34
38059,34
38060,14
38061,29
38062,34
38063,3
38064,35
38065,34
38066,3
38067,34
38068,3
38069,14
38070,3
38071,3
38072,19
38073,35
38074,3
38075,3
38076,35
38077,34
38078,34
38079,35
38080,16
38081,34
38082,3
38083,3
38084,34
38085,34
38086,34
38087,3
38088,29
38089,35
38090,3
38091,42
38092,29
38093,42
38094,3
38095,34
38096,16
38097,35
38098,52
38099,34
38100,34
38101,34
38102,1
38103,3
38104,3
38105,14
38106,37
38107,35
38108,3
38109,31
38110,34
38111,35
38112,3
38113,3
38114,34
38115,35
38116,21
38117,35
38118,12
38119,37
38120,35
38121,34
38122,34
38123,34
38124,29
38125,37
38126,23
38127,34
38128,3
38129,3
38130,3
38131,38
38132,34
38133,29
38134,3
38135,35
38136,35
38137,35
38138,42
38139,34
38140,12
38141,33
38142,34
38143,3
38144,34
38145,3
38146,16
38147,14
38148,34
38149,34
38150,3
38151,3
38152,35
38153,34
38154,15
38155,30
38156,3
38157,35
38158,34
38159,3
38160,29
38161,3
38162,14
38163,3
38164,3
38165,34
38166,34
38167,16
38168,35
38169,34
38170,3
38171,29
38172,29
38173,23
38174,29
38175,27
38176,35
38177,29
38178,34
38179,3
38180,3
38181,31
38182,3
38183,3
38184,14
38185,29
38186,3
38187,34
38188,14
38189,52
38190,35
38191,34
38192,12
38193,42
38194,34
38195,34
38196,30
38197,35
38198,35
38199,14
38200,35
38201,14
38202,18
38203,29
38204,35
38205,35
38206,3
38207,3
38208,14
38209,15
38210,3
38211,29
38212,34
38213,52
38214,35
38215,34
38216,3
38217,35
38218,34
38219,29
38220,34
38221,3
38222,34
38223,29
38224,34
38225,3
38226,3
38227,35
38228,35
38229,3
38230,12
38231,29
38232,29
38233,34
38234,29
38235,34
38236,34
38237,14
38238,34
38239,3
38240,29
38241,23
38242,29
38243,35
38244,35
38245,34
38246,29
38247,3
38248,35
38249,35
38250,1
38251,12
38252,34
38253,14
38254,35
38255,1
38256,3
38257,14
38258,35
38259,3
38260,34
38261,30
38262,3
38263,14
38264,52
38265,37
38266,34
38267,29
38268,3
38269,3
38270,35
38271,16
38272,34
38273,12
38274,3
38275,12
38276,35
38277,35
38278,14
38279,12
38280,35
38281,35
38282,34
38283,37
38284,12
38285,3
38286,3
38287,34
38288,3
38289,12
38290,3
38291,34
38292,3
38293,18
38294,23
38295,40
38296,35
38297,3
38298,1
38299,34
38300,35
38301,35
38302,42
38303,29
38304,31
38305,31
38306,15
38307,54
38308,3
38309,3
38310,34
38311,35
38312,3
38313,35
38314,38
38315,35
38316,3
38317,3
38318,14
38319,35
38320,34
38321,34
38322,14
38323,16
38324,3
38325,3
38326,35
38327,23
38328,35
38329,35
38330,3
38331,14
38332,34
38333,35
38334,34
38335,34
38336,34
38337,29
38338,35
38339,3
38340,3
38341,3
38342,3
38343,35
38344,35
38345,3
38346,34
38347,14
38348,34
38349,3
38350,14
38351,30
38352,14
38353,35
38354,29
38355,3
38356,34
38357,14
38358,34
38359,45
38360,18
38361,35
38362,3
38363,34
38364,34
38365,3
38366,34
38367,35
38368,34
38369,3
38370,3
38371,29
38372,3
38373,42
38374,35
38375,14
38376,12
38377,34
38378,12
38379,34
38380,35
38381,3
38382,35
38383,30
38384,12
38385,3
38386,17
38387,1
38388,35
38389,17
38390,29
38391,35
38392,35
38393,3
38394,34
38395,34
38396,30
38397,14
38398,34
38399,35
38400,3
38401,3
38402,34
38403,34
38404,14
38405,12
38406,3
38407,3
38408,34
38409,3
38410,35
38411,34
38412,34
38413,3
38414,34
38415,34
38416,34
38417,15
38418,58
38419,35
38420,34
38421,34
38422,29
38423,3
38424,34
38425,35
38426,3
38427,3
38428,3
38429,34
38430,34
38431,34
38432,3
38433,3
38434,35
38435,35
38436,3
38437,37
38438,34
38439,14
38440,35
38441,35
38442,34
38443,34
38444,34
38445,29
38446,35
38447,34
38448,35
38449,23
38450,12
38451,35
38452,35
38453,34
38454,35
38455,34
38456,19
38457,12
38458,34
38459,35
38460,30
38461,5
38462,35
38463,35
38464,3
38465,3
38466,35
38467,1
38468,35
38469,34
38470,35
38471,3
38472,3
38473,3
38474,42
38475,29
38476,3
38477,35
38478,37
38479,52
38480,3
38481,3
38482,3
38483,6
38484,34
38485,31
38486,3
38487,34
38488,3
38489,35
38490,3
38491,3
38492,14
38493,15
38494,34
38495,14
38496,12
38497,14
38498,34
38499,34
38500,34
38501,3
38502,35
38503,34
38504,35
38505,3
38506,3
38507,12
38508,14
38509,3
38510,35
38511,29
38512,34
38513,34
38514,38
38515,34
38516,3
38517,34
38518,3
38519,35
38520,3
38521,54
38522,29
38523,34
38524,35
38525,34
38526,1
38527,3
38528,3
38529,29
38530,3
38531,35
38532,35
38533,3
38534,35
38535,3
38536,3
38537,35
38538,37
38539,34
38540,35
38541,34
38542,14
38543,34
38544,14
38545,35
38546,35
38547,3
38548,29
38549,12
38550,19
38551,3
38552,1
38553,35
38554,29
38555,34
38556,34
38557,3
38558,34
38559,35
38560,16
38561,29
38562,15
38563,34
38564,35
38565,34
38566,35
38567,3
38568,14
38569,14
38570,29
38571,34
38572,42
38573,37
38574,7
38575,3
38576,14
38577,29
38578,35
38579,29
38580,35
38581,29
38582,35
38583,14
38584,18
38585,35
38586,3
38587,12
38588,35
38589,3
38590,29
38591,12
38592,34
38593,3
38594,35
38595,29
38596,15
38597,35
38598,3
38599,3
38600,35
38601,37
38602,3
38603,37
38604,12
38605,42
38606,34
38607,35
38608,52
38609,3
38610,3
38611,14
38612,12
38613,34
38614,3
38615,29
38616,34
38617,34
38618,3
38619,14
38620,35
38621,35
38622,34
38623,3
38624,3
38625,3
38626,35
38627,42
38628,3
38629,34
38630,14
38631,52
38632,3
38633,3
38634,35
38635,34
38636,14
38637,3
38638,34
38639,35
38640,3
38641,29
38642,14
38643,34
38644,35
38645,34
38646,35
38647,35
38648,3
38649,17
38650,1
38651,34
38652,14
38653,35
38654,35
38655,29
38656,3
38657,34
38658,12
38659,35
38660,3
38661,14
38662,14
38663,29
38664,35
38665,34
38666,3
38667,35
38668,29
38669,35
38670,34
38671,3
38672,34
38673,3
38674,3
38675,29
38676,34
38677,34
38678,14
38679,35
38680,35
38681,3
38682,29
38683,12
38684,37
38685,29
38686,34
38687,3
38688,3
38689,3
38690,35
38691,3
38692,16
38693,1
38694,3
38695,35
38696,34
38697,31
38698,3
38699,35
38700,3
38701,31
38702,3
38703,34
38704,34
38705,34
38706,35
38707,34
38708,3
38709,34
38710,3
38711,3
38712,3
38713,34
38714,37
38715,34
38716,35
38717,3
38718,18
38719,34
38720,35
38721,3
38722,3
38723,3
38724,35
38725,34
38726,34
38727,16
38728,3
38729,14
38730,3
38731,34
38732,34
38733,35
38734,34
38735,29
38736,35
38737,3
38738,3
38739,35
38740,15
38741,37
38742,3
38743,35
38744,34
38745,3
38746,34
38747,16
38748,3
38749,3
38750,14
38751,37
38752,29
38753,34
38754,3
38755,34
38756,23
38757,3
38758,35
38759,34
38760,35
38761,35
38762,3
38763,35
38764,12
38765,34
38766,3
38767,34
38768,34
38769,3
38770,35
38771,3
38772,12
38773,42
38774,3
38775,52
38776,12
38777,3
38778,38
38779,14
38780,35
38781,34
38782,24
38783,29
38784,3
38785,30
38786,35
38787,52
38788,3
38789,34
38790,3
38791,34
38792,34
38793,3
38794,3
38795,3
38796,3
38797,3
38798,29
38799,35
38800,3
38801,29
38802,34
38803,52
38804,15
38805,3
38806,37
38807,35
38808,3
38809,3
38810,34
38811,3
38812,35
38813,34
38814,41
38815,16
38816,16
38817,34
38818,34
38819,5
38820,40
38821,29
38822,3
38823,14
38824,34
38825,35
38826,31
38827,31
38828,3
38829,3
38830,3
38831,38
38832,34
38833,34
38834,45
38835,29
38836,12
38837,35
38838,35
38839,9
38840,35
38841,30
38842,35
38843,3
38844,35
38845,3
38846,3
38847,34
38848,34
38849,3
38850,12
38851,3
38852,35
38853,12
38854,14
38855,31
38856,52
38857,29
38858,35
38859,29
38860,31
38861,3
38862,3
38863,37
38864,34
38865,35
38866,12
38867,23
38868,34
38869,1
38870,35
38871,35
38872,3
38873,3
38874,34
38875,3
38876,35
38877,35
38878,34
38879,3
38880,35
38881,3
38882,35
38883,14
38884,14
38885,12
38886,34
38887,35
38888,3
38889,3
38890,35
38891,3
38892,34
38893,35
38894,34
38895,34
38896,35
38897,34
38898,3
38899,3
38900,3
38901,34
38902,24
38903,16
38904,29
38905,12
38906,12
38907,34
38908,23
38909,3
38910,3
38911,3
38912,3
38913,3
38914,34
38915,19
38916,35
38917,30
38918,35
38919,35
38920,3
38921,35
38922,29
38923,29
38924,34
38925,14
38926,31
38927,42
38928,3
38929,14
38930,34
38931,34
38932,3
38933,3
38934,29
38935,3
38936,9
38937,35
38938,14
38939,34
38940,35
38941,35
38942,34
38943,3
38944,3
38945,23
38946,37
38947,34
38948,30
38949,3
38950,3
38951,35
38952,34
38953,16
38954,3
38955,14
38956,14
38957,34
38958,34
38959,34
38960,34
38961,35
38962,14
38963,18
38964,35
38965,31
38966,54
38967,34
38968,34
38969,3
38970,34
38971,3
38972,35
38973,14
38974,3
38975,35
38976,29
38977,35
38978,31
38979,3
38980,35
38981,3
38982,35
38983,42
38984,35
38985,35
38986,14
38987,35
38988,35
38989,3
38990,29
38991,16
38992,3
38993,12
38994,35
38995,3
38996,34
38997,3
38998,34
38999,35
39000,14
39001,34
39002,1
39003,35
39004,34
39005,3
39006,34
39007,3
39008,29
39009,16
39010,3
39011,3
39012,60
39013,35
39014,34
39015,35
39016,38
39017,3
39018,16
39019,3
39020,3
39021,3
39022,37
39023,34
39024,29
39025,34
39026,35
39027,35
39028,34
39029,34
39030,3
39031,34
39032,12
39033,35
39034,3
39035,35
39036,14
39037,19
39038,3
39039,34
39040,18
39041,3
39042,17
39043,3
39044,34
39045,19
39046,7
39047,15
39048,3
39049,14
39050,29
39051,52
39052,34
39053,10
39054,35
39055,3
39056,34
39057,35
39058,12
39059,3
39060,34
39061,15
39062,34
39063,34
39064,3
39065,3
39066,35
39067,35
39068,14
39069,29
39070,3
39071,29
39072,34
39073,35
39074,34
39075,34
39076,34
39077,29
39078,14
39079,34
39080,35
39081,14
39082,3
39083,34
39084,34
39085,3
39086,12
39087,3
39088,16
39089,3
39090,35
39091,34
39092,14
39093,3
39094,8
39095,3
39096,12
39097,30
39098,34
39099,34
39100,23
39101,35
39102,34
39103,35
39104,42
39105,3
39106,12
39107,35
39108,34
39109,31
39110,12
39111,29
39112,35
39113,33
39114,37
39115,3
39116,37
39117,30
39118,14
39119,52
39120,23
39121,12
39122,35
39123,17
39124,3
39125,3
39126,35
39127,34
39128,19
39129,34
39130,3
39131,42
39132,3
39133,35
39134,12
39135,3
39136,35
39137,35
39138,30
39139,31
39140,3
39141,24
39142,34
39143,29
39144,37
39145,34
39146,3
39147,34
39148,3
39149,34
39150,29
39151,31
39152,35
39153,35
39154,3
39155,3
39156,34
39157,3
39158,34
39159,14
39160,14
39161,14
39162,34
39163,52
39164,3
39165,34
39166,35
39167,35
39168,14
39169,14
39170,29
39171,34
39172,38
39173,14
39174,3
39175,29
39176,3
39177,60
39178,35
39179,3
39180,3
39181,35
39182,12
39183,34
39184,3
39185,34
39186,34
39187,16
39188,5
39189,29
39190,52
39191,3
39192,14
39193,34
39194,35
39195,3
39196,34
39197,3
39198,52
39199,29
39200,3
39201,37
39202,34
39203,29
39204,42
39205,1
39206,29
39207,35
39208,34
39209,29
39210,34
39211,35
39212,16
39213,14
39214,3
39215,34
39216,12
39217,34
39218,9
39219,35
39220,35
39221,35
39222,12
39223,24
39224,3
39225,34
39226,34
39227,3
39228,3
39229,3
39230,35
39231,12
39232,3
39233,3
39234,35
39235,34
39236,3
39237,3
39238,3
39239,35
39240,3
39241,35
39242,34
39243,35
39244,29
39245,14
39246,16
39247,3
39248,3
39249,34
39250,46
39251,14
39252,3
39253,34
39254,34
39255,12
39256,3
39257,34
39258,35
39259,3
39260,3
39261,34
39262,3
39263,14
39264,34
39265,34
39266,35
39267,1
39268,34
39269,37
39270,34
39271,12
39272,3
39273,3
39274,14
39275,35
39276,14
39277,34
39278,35
39279,34
39280,3
39281,6
39282,34
39283,14
39284,3
39285,3
39286,35
39287,29
39288,35
39289,23
39290,3
39291,3
39292,35
39293,35
39294,3
39295,35
39296,3
39297,3
39298,35
39299,30
39300,1
39301,3
39302,15
39303,34
39304,29
39305,35
39306,3
39307,34
39308,3
39309,23
39310,14
39311,3
39312,35
39313,3
39314,14
39315,3
39316,14
39317,3
39318,3
39319,34
39320,34
39321,35
39322,35
39323,34
39324,3
39325,3
39326,3
39327,18
39328,35
39329,34
39330,29
39331,16
39332,35
39333,14
39334,34
39335,34
39336,12
39337,3
39338,14
39339,3
39340,16
39341,34
39342,34
39343,34
39344,34
39345,3
39346,42
39347,34
39348,35
39349,14
39350,3
39351,35
39352,34
39353,3
39354,17
39355,42
39356,35
39357,35
39358,3
39359,14
39360,23
39361,35
39362,35
39363,35
39364,34
39365,52
39366,34
39367,34
39368,31
39369,3
39370,21
39371,34
39372,31
39373,29
39374,35
39375,8
39376,12
39377,35
39378,15
39379,12
39380,30
39381,37
39382,3
39383,14
39384,34
39385,35
39386,3
39387,12
39388,34
39389,3
39390,30
39391,14
39392,3
39393,34
39394,35
39395,35
39396,35
39397,37
39398,3
39399,3
39400,29
39401,3
39402,16
39403,3
39404,34
39405,35
39406,3
39407,35
39408,58
39409,35
39410,38
39411,29
39412,35
39413,16
39414,34
39415,34
39416,37
39417,42
39418,34
39419,3
39420,3
39421,14
39422,60
39423,35
39424,35
39425,34
39426,31
39427,3
39428,35
39429,31
39430,35
39431,35
39432,14
